coq	series	p_lot	cultivation_batch	row	parameter	class	carried_from_initial	register_status	certificates_that_report_it
CoQ-PP_26-007	initial	P050022	GP0824_02	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-11-М/26  = ND (after the CoQ) | exact 197-11-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-007	initial	P050022	GP0824_02	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-11-М/26  = ND (after the CoQ) | exact 197-11-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-011	initial	P050052	HPA1024_01	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-14-М/26  = ND (after the CoQ) | parent 197-13-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-011	initial	P050052	HPA1024_01	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = 2.06 (after the CoQ) | exact 197-14-М/26  = 2.06 — DETECTED, >LOQ (after the CoQ) | parent 197-13-М/26 10.08.2026 = <LOQ (after the CoQ)
CoQ-PP_26-012	initial	P050062	OPM1024_02	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-18-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-012	initial	P050062	OPM1024_02	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-18-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-015	initial	P050092	GG1024_01	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-9-М/26  = ND (after the CoQ) | exact 197-9-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-015	initial	P050092	GG1024_01	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-9-М/26  = ND (after the CoQ) | exact 197-9-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-020	initial	P050152	GP052501	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-10-М/26  = ND (after the CoQ) | exact 197-10-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-020	initial	P050152	GP052501	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-10-М/26  = ND (after the CoQ) | exact 197-10-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-022	initial	P050162	CJ052501/01	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-022	initial	P050162	CJ052501/01	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-027	initial	P050212	CJ062501-2	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-027	initial	P050212	CJ062501-2	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-036	initial	P050322	GP082501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-12-M/26 10.08.2026 = ND (after the CoQ) | exact 197-12-М/26  = ND (after the CoQ) | exact 197-12-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-036	initial	P050322	GP082501/2	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-12-M/26 10.08.2026 = ND (after the CoQ) | exact 197-12-М/26  = ND (after the CoQ) | exact 197-12-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-039	initial	P060032	CJ082501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-5-М/26  = ND (after the CoQ) | exact 197-5-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-039	initial	P060032	CJ082501/2	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-5-М/26  = ND (after the CoQ) | exact 197-5-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-042	initial	P060062	PM092501	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-20-М/26  = ND (after the CoQ) | exact 197-20-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-042	initial	P060062	PM092501	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-20-М/26  = ND (after the CoQ) | exact 197-20-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-051	initial	P060152	J31102501	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-16-М/26  = ND (after the CoQ) | exact 197-16-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-051	initial	P060152	J31102501	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-16-М/26  = ND (after the CoQ) | exact 197-16-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-057	initial	P060212	JD112501	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-15-М/26  = ND (after the CoQ) | exact 197-15-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-057	initial	P060212	JD112501	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact None 10.08.2026 = ND (after the CoQ) | exact 197-15-М/26  = ND (after the CoQ) | exact 197-15-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-060	initial	P060242	OPM122501	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-19-M/26 10.08.2026 = ND (after the CoQ) | exact 197-19-М/26  = ND (after the CoQ) | exact 197-19-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-060	initial	P060242	OPM122501	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-19-M/26 10.08.2026 = ND (after the CoQ) | exact 197-19-М/26  = ND (after the CoQ) | exact 197-19-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-070	initial	P060352	FB012602	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-070	initial	P060352	FB012602	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-070	initial	P060352	FB012602	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-070	initial	P060352	FB012602	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-070	initial	P060352	FB012602	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-077	initial	P060402	GG012603	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-077	initial	P060402	GG012603	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-091	retest	P060352	FB012602	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-097	retest	HPA1024	HPA1024	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2025-0004) — not tested — no 	
CoQ-PP_26-101	retest	OPM1024	OPM1024	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2025-0005) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
