coq	series	p_lot	cultivation_batch	row	parameter	class	carried_from_initial	register_status	certificates_that_report_it
CoQ-PP_26-005	initial	HPA1024	HPA1024	3	Identification C (HPLC)	WIRED-MISS		not tested — no certificate covers it	exact None 23.04.2025 = Confirms | exact in-house record, no certificate  = Conforms | Одговара
CoQ-PP_26-005	initial	HPA1024	HPA1024	6	Total CBN	WIRED-MISS		not tested — no certificate covers it	exact None 23.04.2025 = N.D. | exact 197-13-К/26 07.08.2026 = 0.36 (after the CoQ) | exact 197-13-К/26 07.08.2026 = 0.36 (after the CoQ)
CoQ-PP_26-005	initial	HPA1024	HPA1024	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-005	initial	HPA1024	HPA1024	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-13-М/26 10.08.2026 = ND (after the CoQ) | exact 197-13-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-005	initial	HPA1024	HPA1024	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-13-М/26 10.08.2026 = <LOQ (after the CoQ) | exact 197-13-М/26 10.08.2026 = <LOQ (after the CoQ)
CoQ-PP_26-006	initial	OPM1024	OPM1024	3	Identification C (HPLC)	WIRED-MISS		not tested — no certificate covers it	exact None 23.04.2025 = Confirms | exact in-house record, no certificate  = Conforms | Одговара
CoQ-PP_26-006	initial	OPM1024	OPM1024	6	Total CBN	WIRED-MISS		not tested — no certificate covers it	exact None 23.04.2025 = 0.02% | exact None 07.08.2026 = <LOQ (after the CoQ) | exact 197-17-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-006	initial	OPM1024	OPM1024	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-006	initial	OPM1024	OPM1024	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-17-М/26 10.08.2026 = ND (after the CoQ) | exact 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-006	initial	OPM1024	OPM1024	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-17-М/26 10.08.2026 = ND (after the CoQ) | exact 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-007	initial	P050022	GP0824_02	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-11-М/26  = ND (after the CoQ)
CoQ-PP_26-007	initial	P050022	GP0824_02	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-11-М/26  = ND (after the CoQ)
CoQ-PP_26-008	initial	P050012	GG1024_02	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-008	initial	P050012	GG1024_02	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-009	initial	P050032	MB0824_04	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-009	initial	P050032	MB0824_04	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-010	initial	P050042	OMP1024_01	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-21-М/26  = ND (after the CoQ)
CoQ-PP_26-010	initial	P050042	OMP1024_01	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-21-М/26  = ND (after the CoQ)
CoQ-PP_26-011	initial	P050052	HPA1024_01	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-14-М/26  = ND (after the CoQ) | parent 197-13-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-011	initial	P050052	HPA1024_01	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = 2.06 (after the CoQ) | exact 197-14-М/26  = 2.06 — DETECTED, >LOQ (after the CoQ) | parent 197-13-М/26 10.08.2026 = <LOQ (after the CoQ)
CoQ-PP_26-012	initial	P050062	OPM1024_02	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-18-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-012	initial	P050062	OPM1024_02	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-18-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-013	initial	P050072	GP0824_03	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-11-М/26  = ND (after the CoQ)
CoQ-PP_26-013	initial	P050072	GP0824_03	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-11-М/26  = ND (after the CoQ)
CoQ-PP_26-014	initial	P050082	OPM1024_03	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-23-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-014	initial	P050082	OPM1024_03	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-23-М/26  = ND (after the CoQ) | parent 197-17-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-015	initial	P050092	GG1024_01	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-9-М/26  = ND (after the CoQ)
CoQ-PP_26-015	initial	P050092	GG1024_01	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-9-М/26  = ND (after the CoQ)
CoQ-PP_26-016	initial	P050102	GP0824_01	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-016	initial	P050102	GP0824_01	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-017	initial	P050112	MB0824_05	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-20-М/26  = ND (after the CoQ)
CoQ-PP_26-017	initial	P050112	MB0824_05	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-20-М/26  = ND (after the CoQ)
CoQ-PP_26-018	initial	P050122	BSS1024_01	10.1	Aflatoxin B1	OTHER-LOT		not tested at release — the IPH certificate reports total aflatoxins o	parent 197-2-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-018	initial	P050122	BSS1024_01	10.3	Ochratoxin A	OTHER-LOT		not tested at release — the IPH certificate reports total aflatoxins o	parent 197-2-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-019	initial	P050132	OPM052501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-019	initial	P050132	OPM052501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-020	initial	P050152	GP052501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-10-М/26  = ND (after the CoQ)
CoQ-PP_26-020	initial	P050152	GP052501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-10-М/26  = ND (after the CoQ)
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	8	Loss on drying	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent ППК25051 26.02.2025 = 5.99 | parent ППК25176 10.07.2025 = 6.38
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	10.1	Aflatoxin B1	OTHER-LOT		not tested at release — the IPH certificate reports total aflatoxins o	parent 197-2-М/26 10.08.2026 = ND
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	10.2	Aflatoxins total	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = < 2 | parent 751/2025 27.02.2025 = < 2
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	10.3	Ochratoxin A	OTHER-LOT		not tested at release — the IPH certificate reports total aflatoxins o	parent 197-2-М/26 10.08.2026 = ND
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	11.1	Lead	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,071
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	11.2	Cadmium	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,014
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	11.3	Arsenic	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = 0,112 | parent 751/2025 27.02.2025 = 0,081
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	11.4	Mercury	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,014
CoQ-PP_26-021	initial	P050142	BSS1024_01/2	12	Pesticide residues	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = Н.Д.
CoQ-PP_26-022	initial	P050162	CJ052501/01	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-022	initial	P050162	CJ052501/01	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-3-М/26 10.08.2026 = ND (after the CoQ) | exact 197-3-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-023	initial	P050172	CJ052501-2	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-023	initial	P050172	CJ052501-2	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-024	initial	P050182	HPA052501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-15-М/26  = ND (after the CoQ)
CoQ-PP_26-024	initial	P050182	HPA052501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-15-М/26  = ND (after the CoQ)
CoQ-PP_26-025	initial	P050192	BSS052501	3	Identification C (HPLC)	WIRED-MISS		not tested — no certificate covers it	exact in-house record, no certificate  = Conforms | Одговара
CoQ-PP_26-025	initial	P050192	BSS052501	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-2-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-025	initial	P050192	BSS052501	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-2-М/26  = ND (after the CoQ)
CoQ-PP_26-026	initial	P050202	GP062501	6	Total CBN	PENDING		awaiting the Head of QC's ruling — the release round holds 4 results t	exact ППК26036 05.03.2026 = 0.05 | exact ППК26037 05.03.2026 = 1.09 | exact ППК26057 11.05.2026 = 0.04
CoQ-PP_26-026	initial	P050202	GP062501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-026	initial	P050202	GP062501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-027	initial	P050212	CJ062501-2	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-027	initial	P050212	CJ062501-2	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-4-М/26 10.08.2026 = ND (after the CoQ) | exact 197-4-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-028	initial	P050222	CJ062501/1	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-3-М/26  = ND (after the CoQ)
CoQ-PP_26-028	initial	P050222	CJ062501/1	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-3-М/26  = ND (after the CoQ)
CoQ-PP_26-029	initial	P050252	CJ072501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-029	initial	P050252	CJ072501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-030	initial	P050262	WC072501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-030	initial	P050262	WC072501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-031	initial	P050272	PM072501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-031	initial	P050272	PM072501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-032	initial	P050282	CLE072501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-7-М/26  = ND (after the CoQ)
CoQ-PP_26-032	initial	P050282	CLE072501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-7-М/26  = ND (after the CoQ)
CoQ-PP_26-033	initial	P050292	GP072501-1	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-033	initial	P050292	GP072501-1	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-034	initial	P050302	GP072501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-10-М/26  = ND (after the CoQ)
CoQ-PP_26-034	initial	P050302	GP072501/2	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-10-М/26  = ND (after the CoQ)
CoQ-PP_26-035	initial	P050312	GP082501/1	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-12-М/26  = ND (after the CoQ)
CoQ-PP_26-035	initial	P050312	GP082501/1	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-12-М/26  = ND (after the CoQ)
CoQ-PP_26-036	initial	P050322	GP082501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-12-M/26 10.08.2026 = ND (after the CoQ) | exact 197-12-М/26  = ND (after the CoQ)
CoQ-PP_26-036	initial	P050322	GP082501/2	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-12-M/26 10.08.2026 = ND (after the CoQ) | exact 197-12-М/26  = ND (after the CoQ)
CoQ-PP_26-037	initial	P060012	WC082501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-28-М/26  = ND (after the CoQ)
CoQ-PP_26-037	initial	P060012	WC082501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-28-М/26  = ND (after the CoQ)
CoQ-PP_26-038	initial	P060022	CJ082501/1	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-4-М/26  = ND (after the CoQ)
CoQ-PP_26-038	initial	P060022	CJ082501/1	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-4-М/26  = ND (after the CoQ)
CoQ-PP_26-039	initial	P060032	CJ082501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-5-М/26  = ND (after the CoQ)
CoQ-PP_26-039	initial	P060032	CJ082501/2	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-5-М/26  = ND (after the CoQ)
CoQ-PP_26-040	initial	P060042	OPM092501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-22-М/26  = ND (after the CoQ)
CoQ-PP_26-040	initial	P060042	OPM092501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-22-М/26  = ND (after the CoQ)
CoQ-PP_26-041	initial	P060052	AB092501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-041	initial	P060052	AB092501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-042	initial	P060062	PM092501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-20-М/26  = ND (after the CoQ)
CoQ-PP_26-042	initial	P060062	PM092501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-20-М/26  = ND (after the CoQ)
CoQ-PP_26-043	initial	P060072	CJ092501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-5-М/26  = ND (after the CoQ)
CoQ-PP_26-043	initial	P060072	CJ092501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-5-М/26  = ND (after the CoQ)
CoQ-PP_26-044	initial	P060082	SJ092501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-27-М/26  = ND (after the CoQ)
CoQ-PP_26-044	initial	P060082	SJ092501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-27-М/26  = ND (after the CoQ)
CoQ-PP_26-045	initial	P060092	GP092501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-13-М/26  = ND (after the CoQ)
CoQ-PP_26-045	initial	P060092	GP092501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-13-М/26  = ND (after the CoQ)
CoQ-PP_26-046	initial	P060102	WED102501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-046	initial	P060102	WED102501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-047	initial	P060112	PUM102501	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-25-К/26  = 13.95 (after the CoQ)
CoQ-PP_26-047	initial	P060112	PUM102501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-25-М/26  = ND (after the CoQ)
CoQ-PP_26-047	initial	P060112	PUM102501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-25-М/26  = ND (after the CoQ)
CoQ-PP_26-048	initial	P060122	ACC102501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-1-М/26  = ND (after the CoQ)
CoQ-PP_26-048	initial	P060122	ACC102501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-1-М/26  = ND (after the CoQ)
CoQ-PP_26-049	initial	P060132	CF102501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-6-М/26  = ND (after the CoQ)
CoQ-PP_26-049	initial	P060132	CF102501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-6-М/26  = ND (after the CoQ)
CoQ-PP_26-050	initial	P060142	GRC102501/1	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-050	initial	P060142	GRC102501/1	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-050	initial	P060142	GRC102501/1	10.2	Aflatoxins total	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = 2,2
CoQ-PP_26-050	initial	P060142	GRC102501/1	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-050	initial	P060142	GRC102501/1	11.1	Lead	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = 0,084
CoQ-PP_26-050	initial	P060142	GRC102501/1	11.2	Cadmium	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д.
CoQ-PP_26-050	initial	P060142	GRC102501/1	11.3	Arsenic	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = 0,095
CoQ-PP_26-050	initial	P060142	GRC102501/1	11.4	Mercury	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д.
CoQ-PP_26-050	initial	P060142	GRC102501/1	12	Pesticide residues	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д. — all 29
CoQ-PP_26-051	initial	P060152	J31102501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-16-М/26  = ND (after the CoQ)
CoQ-PP_26-051	initial	P060152	J31102501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-16-М/26  = ND (after the CoQ)
CoQ-PP_26-052	initial		SJ102501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-052	initial		SJ102501	10.2	Aflatoxins total	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-052	initial		SJ102501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-052	initial		SJ102501	11.1	Lead	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-052	initial		SJ102501	11.2	Cadmium	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-052	initial		SJ102501	11.3	Arsenic	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-052	initial		SJ102501	11.4	Mercury	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-052	initial		SJ102501	12	Pesticide residues	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	exact 1065/2026 11.03.2026 = н.д. — all 26
CoQ-PP_26-053	initial	P060172	KC102501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-19-М/26  = ND (after the CoQ)
CoQ-PP_26-053	initial	P060172	KC102501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-19-М/26  = ND (after the CoQ)
CoQ-PP_26-054	initial	P060182	GRC102501/2	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-14-М/26  = ND (after the CoQ)
CoQ-PP_26-054	initial	P060182	GRC102501/2	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-14-М/26  = ND (after the CoQ)
CoQ-PP_26-055	initial		SJ112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-055	initial		SJ112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-056	initial		J31112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-056	initial		J31112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-057	initial	P060212	JD112501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-15-М/26  = ND (after the CoQ)
CoQ-PP_26-057	initial	P060212	JD112501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-15-М/26  = ND (after the CoQ)
CoQ-PP_26-058	initial		OPM112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-058	initial		OPM112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-059	initial	P060232	PM112501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-24-М/26  = ND (after the CoQ)
CoQ-PP_26-059	initial	P060232	PM112501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-24-М/26  = ND (after the CoQ)
CoQ-PP_26-060	initial	P060242	OPM122501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-19-M/26 10.08.2026 = ND (after the CoQ) | exact 197-19-М/26  = ND (after the CoQ)
CoQ-PP_26-060	initial	P060242	OPM122501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-19-M/26 10.08.2026 = ND (after the CoQ) | exact 197-19-М/26  = ND (after the CoQ)
CoQ-PP_26-061	initial		GG112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
